ID_Transaccion,Fecha,ID_Cliente,Nombre_Cliente,Categoria_Producto,Producto,Cantidad,Precio_Unitario,Descuento_Porcentaje,Total_Bruto,Total_Neto,Metodo_Pago,Region,Estado_Envio,Valoracion_Cliente,Tiempo_Entrega_Dias
TXN002096,2024-04-08,CLT1718,Ana Rodríguez,Deportes,Raqueta Tenis,3,119.95,5,359.85,341.86,Tarjeta Débito,Madrid,Entregado,5.0,10.0
TXN002097,2024-04-09,CLT3602,Isabel Gómez,Hogar,Espejo,1,26.49,5,26.49,25.17,Transferencia,Sevilla,Entregado,5.0,11.0
TXN002098,2024-04-09,CLT4119,Carlos Martínez,Electrónica,Laptop,1,89.24,5,89.24,84.78,Tarjeta Crédito,Bilbao,En Tránsito,4.0,11.0
TXN002099,2024-04-09,CLT4620,María López,Electrónica,Auriculares,1,592.41,15,592.41,503.55,Tarjeta Crédito,Madrid,Entregado,4.0,4.0
TXN002100,2024-04-09,CLT3816,Manuel Álvarez,Electrónica,Cámara,3,256.25,5,768.75,730.31,Transferencia,Valencia,Entregado,4.0,15.0
TXN002101,2024-04-09,CLT2302,José Navarro,Ropa,Zapatos,3,15.87,0,47.61,47.61,Tarjeta Débito,Bilbao,Entregado,4.0,13.0
TXN002102,2024-04-09,CLT4487,Pilar Romero,Electrónica,Smartphone,4,713.56,0,2854.24,2854.24,Tarjeta Crédito,Valencia,Entregado,4.0,3.0
TXN002103,2024-04-09,CLT3729,Pedro Sánchez,Juguetes,LEGO,2,70.37,0,140.74,140.74,Tarjeta Débito,Madrid,En Tránsito,4.0,5.0
TXN002104,2024-04-09,CLT2974,Ana Rodríguez,Hogar,Lámpara,4,58.46,5,233.84,222.15,Tarjeta Débito,Sevilla,Entregado,5.0,8.0
TXN002105,2024-04-10,CLT1276,Ana Rodríguez,Juguetes,LEGO,2,75.41,0,150.82,150.82,PayPal,Madrid,Entregado,3.0,1.0
TXN002106,2024-04-10,CLT2372,Juan García,Deportes,Pesas,3,258.44,0,775.32,775.32,Transferencia,Bilbao,En Tránsito,5.0,5.0
TXN002107,2024-04-10,CLT1072,Antonio Moreno,Juguetes,Juego Mesa,3,68.18,10,204.54,184.09,Tarjeta Crédito,Madrid,Pendiente,3.0,
TXN002108,2024-04-10,CLT3492,Antonio Moreno,Deportes,Bicicleta,4,164.77,10,659.08,593.17,Tarjeta Crédito,Madrid,Entregado,,15.0
TXN002109,2024-04-10,CLT4735,Francisco Díaz,Electrónica,Auriculares,5,741.04,15,3705.2,3149.42,Tarjeta Débito,Barcelona,Entregado,,9.0
TXN002110,2024-04-10,CLT3396,Juan García,Libros,Novela,4,27.39,5,109.56,104.08,Tarjeta Crédito,Valencia,Entregado,4.0,3.0
TXN002111,2024-04-10,CLT2838,Juan García,Libros,Novela,2,31.05,15,62.1,52.78,Tarjeta Débito,Málaga,Pendiente,,
TXN002112,2024-04-10,CLT2566,Antonio Moreno,Hogar,Cojín,4,75.87,20,303.48,242.78,Tarjeta Crédito,Madrid,En Tránsito,5.0,11.0
TXN002113,2024-04-10,CLT3093,Pilar Romero,Juguetes,Coche RC,1,53.4,15,53.4,45.39,Tarjeta Crédito,Madrid,Entregado,3.0,9.0
TXN002114,2024-04-10,CLT3623,Dolores Jiménez,Ropa,Vestido,2,61.92,10,123.84,111.46,Tarjeta Débito,Barcelona,Pendiente,,
TXN002115,2024-04-10,CLT4038,Ana Rodríguez,Electrónica,Auriculares,2,53.69,0,107.38,107.38,Tarjeta Débito,Bilbao,En Tránsito,2.0,3.0
TXN002116,2024-04-10,CLT1952,Isabel Gómez,Hogar,Alfombra,5,44.71,25,223.55,167.66,PayPal,Barcelona,Pendiente,3.0,
TXN002117,2024-04-10,CLT3062,Juan García,Deportes,Esterilla Yoga,3,288.36,0,865.08,865.08,Tarjeta Débito,Barcelona,Entregado,5.0,8.0
TXN002118,2024-04-10,CLT3406,Juan García,Hogar,Cortinas,2,86.67,0,173.34,173.34,Tarjeta Crédito,Valencia,En Tránsito,3.0,5.0
TXN002119,2024-04-10,CLT3886,Ana Rodríguez,Electrónica,Cámara,3,405.83,5,1217.49,1156.62,Tarjeta Crédito,Barcelona,En Tránsito,3.0,13.0
TXN002120,2024-04-10,CLT1054,Manuel Álvarez,Libros,Ensayo,4,10.18,0,40.72,40.72,PayPal,Barcelona,Entregado,,7.0
TXN002121,2024-04-10,CLT1952,Ana Rodríguez,Hogar,Sartén,1,74.12,20,74.12,59.3,Tarjeta Crédito,Barcelona,Pendiente,,
TXN002122,2024-04-10,CLT1086,Carlos Martínez,Libros,Comic,5,17.07,5,85.35,81.08,Tarjeta Débito,Bilbao,Entregado,5.0,1.0
TXN002123,2024-04-10,CLT3524,Pilar Romero,Ropa,Vestido,3,51.13,5,153.39,145.72,Tarjeta Débito,Málaga,Entregado,4.0,3.0
TXN002124,2024-04-10,CLT4108,Carlos Martínez,Deportes,Bicicleta,2,253.01,10,506.02,455.42,Tarjeta Crédito,Sevilla,En Tránsito,,3.0
TXN002125,2024-04-10,CLT4673,Francisco Díaz,Libros,Comic,3,20.04,5,60.12,57.11,PayPal,Barcelona,Entregado,3.0,14.0
TXN002126,2024-04-10,CLT1508,Laura Fernández,Juguetes,Peluche,2,54.14,0,108.28,108.28,Tarjeta Crédito,Valencia,En Tránsito,,9.0
TXN002127,2024-04-11,CLT2265,Laura Fernández,Hogar,Alfombra,3,100.87,10,302.61,272.35,Tarjeta Débito,Madrid,Entregado,4.0,8.0
TXN002128,2024-04-11,CLT1968,Miguel Torres,Deportes,Bicicleta,2,298.08,10,596.16,536.54,Tarjeta Crédito,Sevilla,Entregado,5.0,9.0
TXN002129,2024-04-11,CLT4022,Manuel Álvarez,Deportes,Esterilla Yoga,4,283.4,5,1133.6,1076.92,Tarjeta Crédito,Valencia,Entregado,5.0,6.0
TXN002130,2024-04-11,CLT2755,Antonio Moreno,Libros,Biografía,2,15.53,15,31.06,26.4,Tarjeta Débito,Bilbao,Entregado,,9.0
TXN002131,2024-04-11,CLT4101,Antonio Moreno,Electrónica,Tablet,2,712.61,0,1425.22,1425.22,Tarjeta Débito,Madrid,Entregado,5.0,13.0
TXN002132,2024-04-11,CLT1997,Miguel Torres,Libros,Biografía,1,34.09,0,34.09,34.09,Tarjeta Débito,Sevilla,Entregado,5.0,4.0
TXN002133,2024-04-11,CLT3538,Juan García,Deportes,Pesas,2,21.2,0,42.4,42.4,Tarjeta Débito,Sevilla,Entregado,5.0,15.0
TXN002134,2024-04-11,CLT1325,Francisco Díaz,Juguetes,Juego Mesa,1,74.98,0,74.98,74.98,Tarjeta Débito,Barcelona,Entregado,5.0,3.0
TXN002135,2024-04-12,CLT1245,Manuel Álvarez,Electrónica,Cámara,5,751.72,15,3758.6,3194.81,Tarjeta Crédito,Sevilla,En Tránsito,5.0,12.0
TXN002136,2024-04-12,CLT1563,Pedro Sánchez,Juguetes,Muñeca,1,40.28,15,40.28,34.24,Tarjeta Débito,Málaga,Entregado,3.0,15.0
TXN002137,2024-04-12,CLT2534,Isabel Gómez,Electrónica,Smartphone,4,568.44,0,2273.76,2273.76,Tarjeta Débito,Bilbao,Entregado,5.0,10.0
TXN002138,2024-04-12,CLT3042,Juan García,Libros,Comic,1,12.91,5,12.91,12.26,Tarjeta Crédito,Sevilla,Entregado,3.0,8.0
TXN002139,2024-04-12,CLT2214,Antonio Moreno,Deportes,Pesas,5,205.78,10,1028.9,926.01,Tarjeta Débito,Madrid,Entregado,5.0,2.0
TXN002140,2024-04-12,CLT1827,Dolores Jiménez,Ropa,Jersey,4,76.05,0,304.2,304.2,Transferencia,Bilbao,En Tránsito,2.0,5.0
TXN002141,2024-04-12,CLT1621,Dolores Jiménez,Deportes,Esterilla Yoga,3,270.83,0,812.49,812.49,Tarjeta Crédito,Sevilla,Entregado,,9.0
TXN002142,2024-04-12,CLT2539,Miguel Torres,Juguetes,Juego Mesa,3,13.85,20,41.55,33.24,Transferencia,Barcelona,Entregado,4.0,3.0
TXN002143,2024-04-12,CLT1837,Francisco Díaz,Electrónica,Tablet,1,681.12,10,681.12,613.01,Tarjeta Crédito,Madrid,Entregado,3.0,9.0
TXN002144,2024-04-12,CLT3629,María López,Electrónica,Tablet,1,640.72,25,640.72,480.54,Tarjeta Crédito,Madrid,Entregado,,8.0
TXN002145,2024-04-12,CLT1155,Juan García,Electrónica,Smartwatch,5,231.8,0,1159.0,1159.0,Tarjeta Crédito,Madrid,Entregado,2.0,12.0
TXN002146,2024-04-12,CLT1975,Ana Rodríguez,Juguetes,LEGO,5,35.76,10,178.8,160.92,Tarjeta Débito,Sevilla,En Tránsito,4.0,2.0
TXN002147,2024-04-12,CLT4782,Carmen Ruiz,Ropa,Camiseta,2,118.02,0,236.04,236.04,Tarjeta Crédito,Madrid,Entregado,5.0,7.0
TXN002148,2024-04-12,CLT3970,Juan García,Deportes,Bicicleta,5,244.93,0,1224.65,1224.65,PayPal,Madrid,Entregado,4.0,3.0
TXN002149,2024-04-12,CLT3449,Ana Rodríguez,Hogar,Cortinas,2,28.52,5,57.04,54.19,PayPal,Barcelona,Entregado,4.0,15.0
TXN002150,2024-04-13,CLT4874,Ana Rodríguez,Juguetes,Muñeca,4,71.01,0,284.04,284.04,Tarjeta Débito,Valencia,Pendiente,5.0,
TXN002151,2024-04-13,CLT2817,Carmen Ruiz,Electrónica,Smartphone,1,774.57,0,774.57,774.57,Tarjeta Débito,Madrid,Pendiente,,
TXN002152,2024-04-13,CLT4027,Isabel Gómez,Electrónica,Auriculares,4,71.17,0,284.68,284.68,Transferencia,Madrid,Entregado,3.0,7.0
TXN002153,2024-04-13,CLT4593,Juan García,Ropa,Vestido,5,79.4,0,397.0,397.0,PayPal,Madrid,Entregado,3.0,9.0
TXN002154,2024-04-13,CLT2346,Laura Fernández,Hogar,Sartén,4,131.29,10,525.16,472.64,Tarjeta Débito,Sevilla,Entregado,4.0,4.0
TXN002155,2024-04-13,CLT1549,Dolores Jiménez,Hogar,Sartén,4,63.03,5,252.12,239.51,Tarjeta Débito,Madrid,Entregado,4.0,3.0
TXN002156,2024-04-13,CLT2139,María López,Hogar,Cortinas,4,28.28,0,113.12,113.12,Tarjeta Débito,Valencia,Entregado,4.0,11.0
TXN002157,2024-04-13,CLT2300,Carmen Ruiz,Hogar,Cojín,5,43.78,0,218.9,218.9,Tarjeta Débito,Madrid,En Tránsito,4.0,1.0
TXN002158,2024-04-13,CLT3636,José Navarro,Ropa,Pantalón,4,102.88,0,411.52,411.52,Tarjeta Crédito,Madrid,Pendiente,5.0,
TXN002159,2024-04-13,CLT4223,Laura Fernández,Libros,Guía Viaje,2,12.76,10,25.52,22.97,Tarjeta Débito,Barcelona,Pendiente,5.0,
TXN002160,2024-04-13,CLT4114,Francisco Díaz,Libros,Guía Viaje,5,27.32,0,136.6,136.6,Tarjeta Crédito,Madrid,Entregado,3.0,15.0
TXN002161,2024-04-13,CLT1162,José Navarro,Electrónica,Auriculares,4,100.55,15,402.2,341.87,Tarjeta Crédito,Madrid,Pendiente,4.0,
TXN002162,2024-04-13,CLT3133,Pilar Romero,Deportes,Esterilla Yoga,5,198.01,0,990.05,990.05,Tarjeta Débito,Barcelona,Entregado,5.0,3.0
TXN002163,2024-04-13,CLT4243,Carlos Martínez,Deportes,Pesas,3,103.51,0,310.53,310.53,Transferencia,Barcelona,Entregado,2.0,14.0
TXN002164,2024-04-13,CLT2699,Miguel Torres,Hogar,Cojín,2,68.57,15,137.14,116.57,Transferencia,Sevilla,Entregado,5.0,14.0
TXN002165,2024-04-14,CLT3654,Ana Rodríguez,Juguetes,Puzzle,4,66.39,10,265.56,239.0,Tarjeta Débito,Madrid,Entregado,4.0,2.0
TXN002166,2024-04-14,CLT4328,Carlos Martínez,Hogar,Lámpara,3,97.58,0,292.74,292.74,Tarjeta Débito,Bilbao,Pendiente,4.0,
TXN002167,2024-04-14,CLT2181,Francisco Díaz,Deportes,Raqueta Tenis,3,172.21,15,516.63,439.14,Tarjeta Crédito,Bilbao,Entregado,4.0,1.0
TXN002168,2024-04-14,CLT4074,Juan García,Libros,Comic,5,22.7,5,113.5,107.82,Tarjeta Débito,Sevilla,Entregado,4.0,3.0
TXN002169,2024-04-14,CLT1097,José Navarro,Deportes,Bicicleta,3,273.14,15,819.42,696.51,Tarjeta Crédito,Barcelona,Entregado,5.0,9.0
TXN002170,2024-04-14,CLT1938,Antonio Moreno,Hogar,Sartén,2,136.86,10,273.72,246.35,Tarjeta Crédito,Bilbao,Pendiente,,
TXN002171,2024-04-14,CLT4469,Dolores Jiménez,Ropa,Chaqueta,2,23.15,10,46.3,41.67,Tarjeta Débito,Madrid,Cancelado,4.0,
TXN002172,2024-04-14,CLT4001,Carmen Ruiz,Hogar,Cortinas,1,133.48,25,133.48,100.11,Tarjeta Crédito,Madrid,Entregado,5.0,6.0
TXN002173,2024-04-14,CLT2356,Pedro Sánchez,Electrónica,Smartwatch,2,696.32,0,1392.64,1392.64,Tarjeta Crédito,Madrid,Entregado,2.0,6.0
TXN002174,2024-04-14,CLT2403,Pedro Sánchez,Deportes,Bicicleta,3,132.38,10,397.14,357.43,PayPal,Málaga,Pendiente,5.0,
TXN002175,2024-04-14,CLT1992,Francisco Díaz,Ropa,Pantalón,2,52.13,5,104.26,99.05,Tarjeta Crédito,Barcelona,Entregado,5.0,6.0
TXN002176,2024-04-15,CLT1843,Laura Fernández,Ropa,Jersey,5,102.5,0,512.5,512.5,Tarjeta Crédito,Bilbao,Cancelado,2.0,
TXN002177,2024-04-15,CLT3209,Francisco Díaz,Electrónica,Smartphone,1,442.16,0,442.16,442.16,Tarjeta Crédito,Barcelona,En Tránsito,3.0,1.0
TXN002178,2024-04-15,CLT1221,Miguel Torres,Hogar,Lámpara,3,97.99,0,293.97,293.97,Tarjeta Crédito,Bilbao,Entregado,4.0,9.0
TXN002179,2024-04-15,CLT4713,Carlos Martínez,Hogar,Cortinas,1,83.12,10,83.12,74.81,Tarjeta Crédito,Bilbao,En Tránsito,3.0,6.0
TXN002180,2024-04-15,CLT4758,Pilar Romero,Libros,Ensayo,3,10.05,5,30.15,28.64,PayPal,Málaga,Entregado,5.0,3.0
TXN002181,2024-04-15,CLT3723,Ana Rodríguez,Libros,Guía Viaje,5,22.13,5,110.65,105.12,Tarjeta Crédito,Valencia,En Tránsito,,9.0
TXN002182,2024-04-15,CLT2017,Manuel Álvarez,Deportes,Esterilla Yoga,1,141.18,0,141.18,141.18,PayPal,Bilbao,Entregado,5.0,1.0
TXN002183,2024-04-15,CLT4282,Carmen Ruiz,Deportes,Pesas,4,253.57,5,1014.28,963.57,Tarjeta Crédito,Málaga,Pendiente,4.0,
TXN002184,2024-04-15,CLT3815,Pedro Sánchez,Ropa,Zapatos,3,43.61,20,130.83,104.66,Tarjeta Débito,Barcelona,Pendiente,4.0,
TXN002185,2024-04-15,CLT3851,Laura Fernández,Hogar,Alfombra,4,139.13,0,556.52,556.52,Tarjeta Débito,Barcelona,Entregado,4.0,10.0
TXN002186,2024-04-15,CLT3947,Ana Rodríguez,Deportes,Bicicleta,1,233.13,10,233.13,209.82,Tarjeta Débito,Sevilla,Entregado,5.0,3.0
TXN002187,2024-04-15,CLT1911,Laura Fernández,Ropa,Zapatos,4,67.66,15,270.64,230.04,Tarjeta Débito,Barcelona,Entregado,4.0,3.0
TXN002188,2024-04-15,CLT3490,José Navarro,Ropa,Jersey,4,103.27,15,413.08,351.12,Transferencia,Sevilla,En Tránsito,4.0,5.0
TXN002189,2024-04-16,CLT4574,Pedro Sánchez,Ropa,Chaqueta,1,107.76,5,107.76,102.37,Tarjeta Crédito,Madrid,En Tránsito,5.0,6.0
TXN002190,2024-04-16,CLT2562,Miguel Torres,Electrónica,Laptop,5,83.34,15,416.7,354.2,Tarjeta Débito,Valencia,Pendiente,4.0,
TXN002191,2024-04-16,CLT3135,María López,Libros,Novela,4,26.09,0,104.36,104.36,PayPal,Madrid,Entregado,1.0,14.0
TXN002192,2024-04-16,CLT2317,Antonio Moreno,Electrónica,Cámara,4,175.67,15,702.68,597.28,Tarjeta Crédito,Barcelona,Entregado,1.0,10.0
TXN002193,2024-04-16,CLT1751,Pedro Sánchez,Hogar,Alfombra,5,87.77,0,438.85,438.85,Tarjeta Crédito,Barcelona,Entregado,4.0,15.0
TXN002194,2024-04-16,CLT2811,Isabel Gómez,Ropa,Chaqueta,4,24.57,0,98.28,98.28,Tarjeta Crédito,Bilbao,Entregado,4.0,12.0
TXN002195,2024-04-16,CLT3579,Juan García,Ropa,Pantalón,4,37.01,0,148.04,148.04,Tarjeta Débito,Madrid,Entregado,4.0,3.0
TXN002196,2024-04-16,CLT1024,Isabel Gómez,Juguetes,Puzzle,4,26.14,15,104.56,88.88,Tarjeta Crédito,Bilbao,Pendiente,1.0,
TXN002197,2024-04-16,CLT1264,Carmen Ruiz,Juguetes,Peluche,2,76.24,5,152.48,144.86,Tarjeta Crédito,Sevilla,Entregado,4.0,9.0
TXN002198,2024-04-16,CLT4562,Antonio Moreno,Juguetes,Peluche,5,78.65,0,393.25,393.25,Tarjeta Débito,Valencia,En Tránsito,3.0,3.0
TXN002199,2024-04-16,CLT3013,Antonio Moreno,Hogar,Espejo,4,140.13,0,560.52,560.52,Tarjeta Débito,Madrid,Entregado,,12.0
TXN002200,2024-04-17,CLT1286,Francisco Díaz,Deportes,Esterilla Yoga,5,172.64,20,863.2,690.56,Tarjeta Crédito,Madrid,Entregado,4.0,3.0
TXN002201,2024-04-17,CLT4906,Manuel Álvarez,Electrónica,Auriculares,3,758.56,15,2275.68,1934.33,Tarjeta Crédito,Barcelona,Entregado,1.0,12.0
TXN002202,2024-04-17,CLT1788,Miguel Torres,Hogar,Cortinas,3,118.89,5,356.67,338.84,Tarjeta Débito,Madrid,Entregado,5.0,3.0
TXN002203,2024-04-17,CLT1213,Ana Rodríguez,Deportes,Esterilla Yoga,4,60.33,10,241.32,217.19,Transferencia,Valencia,Pendiente,4.0,
TXN002204,2024-04-17,CLT3598,Carlos Martínez,Hogar,Espejo,5,113.43,5,567.15,538.79,Tarjeta Débito,Málaga,Entregado,5.0,1.0
TXN002205,2024-04-17,CLT1579,María López,Deportes,Cuerda Saltar,5,88.1,0,440.5,440.5,PayPal,Madrid,Entregado,3.0,1.0
TXN002206,2024-04-17,CLT4843,Juan García,Deportes,Bicicleta,5,298.3,20,1491.5,1193.2,Tarjeta Crédito,Valencia,En Tránsito,,8.0
TXN002207,2024-04-17,CLT1836,Miguel Torres,Hogar,Espejo,2,88.55,0,177.1,177.1,Tarjeta Crédito,Málaga,Cancelado,,
TXN002208,2024-04-17,CLT1514,Manuel Álvarez,Libros,Biografía,3,19.82,5,59.46,56.49,Tarjeta Débito,Bilbao,Entregado,5.0,2.0
TXN002209,2024-04-17,CLT1375,María López,Hogar,Cortinas,5,11.02,0,55.1,55.1,PayPal,Bilbao,Entregado,5.0,3.0
TXN002210,2024-04-17,CLT1711,Dolores Jiménez,Juguetes,LEGO,5,48.51,5,242.55,230.42,Tarjeta Débito,Bilbao,Entregado,4.0,14.0
TXN002211,2024-04-17,CLT3427,José Navarro,Hogar,Lámpara,2,47.23,5,94.46,89.74,PayPal,Barcelona,Entregado,,11.0
TXN002212,2024-04-17,CLT3248,Pilar Romero,Hogar,Cojín,2,123.86,5,247.72,235.33,Transferencia,Bilbao,Entregado,4.0,13.0
TXN002213,2024-04-17,CLT4404,Ana Rodríguez,Libros,Guía Viaje,5,27.01,0,135.05,135.05,Tarjeta Crédito,Málaga,Pendiente,4.0,
TXN002214,2024-04-18,CLT4257,Ana Rodríguez,Ropa,Chaqueta,1,40.49,5,40.49,38.47,Tarjeta Crédito,Valencia,Entregado,3.0,15.0
TXN002215,2024-04-18,CLT4816,Manuel Álvarez,Libros,Comic,5,12.68,0,63.4,63.4,Tarjeta Crédito,Barcelona,Entregado,4.0,11.0
TXN002216,2024-04-18,CLT1837,Carmen Ruiz,Deportes,Raqueta Tenis,5,260.46,0,1302.3,1302.3,Tarjeta Crédito,Barcelona,Entregado,5.0,14.0
TXN002217,2024-04-18,CLT1967,Dolores Jiménez,Hogar,Espejo,2,79.96,0,159.92,159.92,Tarjeta Crédito,Barcelona,En Tránsito,4.0,12.0
TXN002218,2024-04-18,CLT3078,Dolores Jiménez,Ropa,Camiseta,2,20.87,15,41.74,35.48,PayPal,Madrid,Entregado,5.0,6.0
TXN002219,2024-04-18,CLT1320,Pedro Sánchez,Electrónica,Laptop,5,304.74,5,1523.7,1447.52,Tarjeta Crédito,Valencia,Entregado,4.0,6.0
TXN002220,2024-04-18,CLT2745,Pilar Romero,Ropa,Jersey,5,76.32,10,381.6,343.44,Tarjeta Crédito,Valencia,Entregado,5.0,4.0
TXN002221,2024-04-18,CLT3969,Dolores Jiménez,Libros,Novela,5,33.42,10,167.1,150.39,Tarjeta Crédito,Barcelona,Entregado,5.0,13.0
TXN002222,2024-04-18,CLT2913,Antonio Moreno,Ropa,Chaqueta,2,38.17,10,76.34,68.71,Transferencia,Madrid,Entregado,5.0,11.0
TXN002223,2024-04-18,CLT2275,Ana Rodríguez,Hogar,Cortinas,5,125.49,5,627.45,596.08,Tarjeta Débito,Sevilla,Entregado,5.0,3.0
TXN002224,2024-04-19,CLT1672,José Navarro,Electrónica,Smartwatch,5,308.29,0,1541.45,1541.45,Transferencia,Madrid,Entregado,5.0,15.0
TXN002225,2024-04-19,CLT3955,Carmen Ruiz,Deportes,Esterilla Yoga,4,278.38,0,1113.52,1113.52,Transferencia,Madrid,Entregado,2.0,1.0
TXN002226,2024-04-19,CLT1809,Pilar Romero,Electrónica,Tablet,1,581.89,10,581.89,523.7,Tarjeta Débito,Valencia,Entregado,2.0,13.0
TXN002227,2024-04-19,CLT2003,Pedro Sánchez,Ropa,Vestido,3,19.38,5,58.14,55.23,Tarjeta Crédito,Barcelona,Pendiente,5.0,
TXN002228,2024-04-19,CLT2736,Laura Fernández,Hogar,Cortinas,1,145.93,15,145.93,124.04,Tarjeta Crédito,Madrid,Entregado,5.0,6.0
TXN002229,2024-04-19,CLT1722,Isabel Gómez,Hogar,Cojín,4,57.29,15,229.16,194.79,Tarjeta Crédito,Barcelona,En Tránsito,4.0,15.0
TXN002230,2024-04-19,CLT3481,Juan García,Juguetes,Peluche,3,47.44,0,142.32,142.32,Tarjeta Débito,Sevilla,Entregado,4.0,12.0
TXN002231,2024-04-19,CLT2019,Antonio Moreno,Hogar,Cortinas,5,105.75,0,528.75,528.75,Tarjeta Crédito,Valencia,En Tránsito,4.0,10.0
TXN002232,2024-04-19,CLT2241,Antonio Moreno,Ropa,Chaqueta,4,108.7,10,434.8,391.32,Tarjeta Crédito,Barcelona,Entregado,4.0,8.0
TXN002233,2024-04-19,CLT2168,Ana Rodríguez,Electrónica,Cámara,5,79.01,0,395.05,395.05,Tarjeta Débito,Madrid,Entregado,,2.0
TXN002234,2024-04-19,CLT3361,Carmen Ruiz,Ropa,Camiseta,2,58.63,0,117.26,117.26,Tarjeta Débito,Valencia,En Tránsito,4.0,9.0
TXN002235,2024-04-19,CLT2836,José Navarro,Juguetes,Juego Mesa,4,70.06,15,280.24,238.2,Tarjeta Débito,Bilbao,En Tránsito,5.0,2.0
TXN002236,2024-04-19,CLT4963,José Navarro,Libros,Biografía,2,29.3,0,58.6,58.6,Tarjeta Crédito,Valencia,Cancelado,5.0,
TXN002237,2024-04-19,CLT3603,Pilar Romero,Electrónica,Auriculares,4,528.22,20,2112.88,1690.3,PayPal,Bilbao,En Tránsito,1.0,14.0
TXN002238,2024-04-19,CLT1824,Pedro Sánchez,Electrónica,Tablet,4,349.8,10,1399.2,1259.28,Tarjeta Débito,Valencia,Entregado,2.0,11.0
TXN002239,2024-04-20,CLT2113,Ana Rodríguez,Juguetes,Peluche,2,27.83,15,55.66,47.31,Tarjeta Crédito,Sevilla,Entregado,4.0,7.0
TXN002240,2024-04-20,CLT4532,Francisco Díaz,Ropa,Vestido,3,54.91,0,164.73,164.73,PayPal,Bilbao,Entregado,5.0,1.0
TXN002241,2024-04-20,CLT4200,Juan García,Deportes,Pesas,1,289.89,0,289.89,289.89,Transferencia,Sevilla,Entregado,4.0,5.0
TXN002242,2024-04-20,CLT2970,Pedro Sánchez,Ropa,Zapatos,5,85.48,5,427.4,406.03,Tarjeta Crédito,Bilbao,En Tránsito,1.0,15.0
TXN002243,2024-04-20,CLT1327,Juan García,Juguetes,Coche RC,4,62.74,0,250.96,250.96,Tarjeta Crédito,Barcelona,Entregado,4.0,7.0
TXN002244,2024-04-20,CLT4895,Ana Rodríguez,Ropa,Chaqueta,5,93.34,0,466.7,466.7,Tarjeta Débito,Bilbao,Pendiente,3.0,
TXN002245,2024-04-20,CLT4983,Pilar Romero,Electrónica,Laptop,2,190.56,0,381.12,381.12,Tarjeta Crédito,Valencia,Entregado,4.0,3.0
TXN002246,2024-04-20,CLT2472,Carlos Martínez,Electrónica,Smartwatch,5,686.11,0,3430.55,3430.55,PayPal,Bilbao,Entregado,4.0,12.0
TXN002247,2024-04-20,CLT2631,Pilar Romero,Juguetes,Muñeca,2,31.27,0,62.54,62.54,Tarjeta Crédito,Madrid,Entregado,3.0,10.0
TXN002248,2024-04-20,CLT2547,Laura Fernández,Deportes,Pesas,5,118.63,15,593.15,504.18,PayPal,Sevilla,Entregado,5.0,8.0
TXN002249,2024-04-20,CLT1687,Ana Rodríguez,Ropa,Jersey,1,60.96,0,60.96,60.96,Tarjeta Débito,Bilbao,En Tránsito,4.0,1.0
TXN002250,2024-04-20,CLT2928,Isabel Gómez,Juguetes,LEGO,1,69.73,0,69.73,69.73,Tarjeta Débito,Madrid,Cancelado,5.0,
TXN002251,2024-04-20,CLT2807,Dolores Jiménez,Ropa,Pantalón,1,40.11,10,40.11,36.1,Tarjeta Crédito,Sevilla,Entregado,5.0,10.0
TXN002252,2024-04-20,CLT2731,Miguel Torres,Juguetes,Coche RC,1,75.92,20,75.92,60.74,Tarjeta Crédito,Bilbao,En Tránsito,5.0,10.0
TXN002253,2024-04-20,CLT3069,Dolores Jiménez,Deportes,Bicicleta,1,209.7,0,209.7,209.7,Tarjeta Crédito,Barcelona,Entregado,3.0,5.0
TXN002254,2024-04-21,CLT3496,Laura Fernández,Deportes,Raqueta Tenis,1,138.09,0,138.09,138.09,Tarjeta Crédito,Barcelona,Pendiente,4.0,
TXN002255,2024-04-21,CLT4010,Isabel Gómez,Ropa,Camiseta,2,66.26,5,132.52,125.89,Tarjeta Crédito,Valencia,Entregado,5.0,1.0
TXN002256,2024-04-21,CLT2775,Miguel Torres,Deportes,Cuerda Saltar,4,175.44,20,701.76,561.41,PayPal,Valencia,Entregado,5.0,6.0
TXN002257,2024-04-21,CLT4114,Carmen Ruiz,Hogar,Lámpara,5,18.28,15,91.4,77.69,Tarjeta Crédito,Madrid,Entregado,3.0,3.0
TXN002258,2024-04-21,CLT1638,Manuel Álvarez,Libros,Guía Viaje,1,9.27,10,9.27,8.34,PayPal,Madrid,Entregado,3.0,14.0
TXN002259,2024-04-21,CLT4357,Carlos Martínez,Juguetes,Muñeca,2,51.16,0,102.32,102.32,Tarjeta Crédito,Madrid,Entregado,5.0,1.0
TXN002260,2024-04-21,CLT4906,José Navarro,Libros,Guía Viaje,2,11.17,5,22.34,21.22,PayPal,Barcelona,Entregado,3.0,12.0
TXN002261,2024-04-21,CLT4250,Isabel Gómez,Juguetes,Juego Mesa,2,45.92,0,91.84,91.84,Transferencia,Madrid,Entregado,5.0,14.0
TXN002262,2024-04-21,CLT2974,Isabel Gómez,Ropa,Chaqueta,4,30.1,10,120.4,108.36,Tarjeta Crédito,Sevilla,Entregado,,4.0
TXN002263,2024-04-21,CLT1081,Francisco Díaz,Libros,Ensayo,5,17.61,10,88.05,79.24,PayPal,Valencia,Entregado,4.0,9.0
